NODE_ID,ARS_ID,정류소명,X좌표,Y좌표
100900099,01793,통인시장.종로구보건소,126.9687505,37.58033503
100900191,01794,종로5가역,127.0000249,37.57067136
100900098,01795,평창동산림제3초소,126.9770474,37.61723737
100900145,01796,배화여중고,126.9678157,37.57675563
100900143,01797,대학로입구.이화사거리,127.0025802,37.57598417
100900144,01798,운현궁,126.9869814,37.57527161
100900142,01799,상명대입구,126.9569583,37.60002101
100900141,01800,삼청동주민센터,126.9822105,37.58468468
100900140,01801,박노수미술관,126.9668945,37.58102656
100900139,01802,김창열.윤명로화실,126.9783685,37.616305
100900138,01803,사직공원.경복궁역입구,126.9689039,37.57622069
100900137,01804,충신시장,127.0054049,37.57497665
100900189,01805,안국역2번출구앞,126.9861183,37.57717282
100900136,01806,안풍주유소,126.9591581,37.59928741
100900135,01807,금융연수원,126.9818479,37.58587767
100900134,01809,감람산기도원,126.979873,37.61594393
100900133,01810,카센터.터널앞,126.9658593,37.57416446
100900132,01811,동대문역5번출구,127.0117987,37.57172324
100900131,01812,재동초등학교,126.9853617,37.57879109
100900130,01813,하림각,126.9622529,37.59781065
100900129,01814,삼청공원삼거리.옥호정터,126.9817445,37.58741852
100900128,01815,이화사거리,127.0022813,37.57532007
100900127,01816,연화정사,126.9794938,37.614649
100900126,01817,대신중고,126.9616893,37.57261781
100900209,01818,동묘역.롯데캐슬,127.0157921,37.57402867
100900125,01819,현대사거리,126.9866354,37.57924178
100900215,01820,교남동주민센터,126.96128,37.5721523
100900181,01821,부암동주민센터.무계원,126.9637682,37.59293534
100900124,01823,형제봉입구,126.9816862,37.61286432
100900123,01824,교남동새마을금고,126.9623375,37.57149436
100900122,01825,창신초교,127.0157201,37.57603721
100900168,01826,가회동주민센터,126.9851294,37.57994265
100900167,01827,볼링장,126.9879589,37.57925544
100900166,01829,부암슈퍼,126.9638602,37.59476007
100900165,01830,지구촌교회,126.9793482,37.61304685
100900164,01831,월암공원,126.9639861,37.57118847
100900163,01832,숭인1동주민센터,127.0155607,37.577415
100900162,01833,북촌한옥마을입구.정세권활동터,126.9851687,37.58128077
100900161,01835,하림각,126.9629664,37.59768473
100900160,01836,보현빌라,126.9782816,37.61526153
100900159,01837,스위스대사관,126.9658058,37.56998879
100900158,01838,창신역.4번출구,127.0155055,37.57835935
100900157,01839,안국선원.삼거리,126.9852205,37.58274325
100900156,01840,세검정교회,126.9594705,37.59956325
100900200,01841,혜화동로터리,127.0010032,37.58591961
100900155,01842,김종영미술관,126.9781123,37.61326379
100900154,01843,서울시교육청,126.966825,37.56924297
100900210,01844,창신쌍용1단지.종로센트레빌아파트,127.0155693,37.58032282
100900153,01845,사우디대사관,126.9852486,37.58386331
100900152,01846,상명대입구,126.9574023,37.59985447
100900151,01847,혜화초등학교,126.9999909,37.58738929
100900150,01848,북악파크,126.9778558,37.61100832
100900149,01849,강북삼성병원,126.9683377,37.56853152
100900148,01850,청룡사.보문파크뷰자이아파트,127.0171509,37.57978465
100900147,01851,감사원,126.9855618,37.58626565
100900201,01852,국민생활관,126.9993138,37.5896276
100900146,01853,귀빈예식장,126.9733337,37.60899526
100900173,01855,종로센트레빌후문.e편한세상보문아파트,127.0162354,37.58189784
100900172,01856,통일부,126.9861073,37.58753085
100900171,01858,서울국제고등학교,126.9971408,37.58907429
100900203,01860,성대후문.와룡공원,126.989734,37.58915228
100900170,01861,상명초등학교,126.9568174,37.60090493
100900169,01862,새마을금고,126.996569,37.58784069
100900002,01863,경진빌라,126.9579482,37.60186409
100900004,01864,명륜시장.성대후문,126.9952305,37.58872461
100900006,01865,완성빌라,126.9576665,37.60333997
100900008,01866,양현관,126.9937686,37.589768
100900010,01868,상명대후문,126.9574634,37.60407158
100900012,01869,샘미용실,126.9934084,37.59025457
100900014,01870,산정빌라,126.9575782,37.60528358
100900018,01872,구기빌라,126.9579809,37.60613345
100900019,01873,마트앞,126.9587565,37.60669871
100900022,01874,국민은행.세검정지점,126.960786,37.60488731
100900023,01875,화정박물관,126.9656867,37.6048591
100900027,01876,혜화역4번출구,127.0014561,37.58346324
100900028,01877,방송통신대앞,127.0019927,37.57869736
100900030,01878,서울대치과대학,126.9978749,37.57730607
100900033,01879,효제초교.연동교회.김마리아활동터,127.0022088,37.57364134
100900204,01881,성균관대학교,126.9900036,37.58846387
100900214,01882,독립문역,126.9594078,37.57328385
100900038,01883,서울대치과대학,126.9977741,37.57760163
100900043,01886,이화사거리,127.0020085,37.57694834
100900042,01887,서울대학교병원현관.암병원현관,126.9981568,37.57895147
100900211,01888,종각.공평유적전시관,126.9832427,37.57159379
100900213,01889,조계사,126.9831364,37.57360211
100900212,01890,종로경찰서,126.984083,37.57571009
100000149,01891,숭인동,127.0204216,37.57460556
100000375,01893,인사동.아벤트리호텔,126.9831563,37.57303192
100000374,01894,세종문화회관,126.9768786,37.57316484
100000399,01901,동대문역JW메리어트동대문호텔,127.0094731,37.57030187
100000407,01902,대학로,127.0021204,37.58189612
100000408,01903,창경궁,126.9964163,37.57915963
100000409,01904,창덕궁,126.9901776,37.57753017
100000410,01905,인사동.북촌,126.9837978,37.57589502
100000411,01906,경복궁.국립민속박물관,126.9794465,37.5794474
100000412,01907,세종문화회관,126.9769893,37.57109977
100000401,01910,통인시장,126.9713316,37.57911876
100000402,01911,세종문화회관,126.9769499,37.57373502
101000313,01912,종각역,126.9828944,37.56937996
100000403,01913,인사동.탑골공원,126.9888006,37.57011554
100000404,01914,종묘.세운상가,126.9935557,37.57035485
100000405,01915,광장시장,126.9996734,37.57062373
100000406,01916,동묘.숭인동도깨비시장,127.0180439,37.5734766
105000553,01917,서울풍물시장,127.0231781,37.57334003
100000400,01918,청와대,126.97376,37.58268481
101000001,02001,남대문세무서.서울백병원,126.9875299,37.56498481
101000002,02002,서울백병원.국가인권위.안중근활동터,126.9878515,37.56435047
101000003,02003,서울역버스환승센터,126.9722571,37.55514602
101000004,02004,서울역버스환승센터,126.9723557,37.55544621
101000005,02005,서울역버스환승센터,126.9727617,37.5553877
101000006,02006,서울역버스환승센터,126.9728548,37.55547941
101000007,02007,서울역버스환승센터.강우규의거터,126.9729706,37.55561382
101000008,02008,숭례문,126.9737784,37.55863886
101000329,02099,숭례문(가상),126.9743556,37.55979677
101000303,02100,서울시청,126.9806321,37.56613826
101000009,02101,만리동고개,126.9626582,37.55178706
101000010,02102,손기정체육공원입구,126.9662339,37.55444595
101000011,02103,서울의료보건고등학교.서울역서부,126.9687869,37.55616916
101000012,02104,서울역서부,126.9693762,37.55632559
101000013,02105,서울역서부,126.9692773,37.55699791
101000014,02106,중림동교차로,126.9691354,37.55838363
101000015,02107,종근당.충정로역,126.9644805,37.55951319
101000016,02108,한국경제신문사.서소문역사공원,126.967868,37.56021115
101000017,02109,한국경제신문사.서소문역사공원,126.9681135,37.56062347
101000018,02110,경찰청.동북아역사재단,126.9691267,37.56304949
101000300,02111,장충동써미트호텔,127.006784,37.56240427
101000020,02113,서대문경찰서.농협은행.유관순활동터,126.9677868,37.56490628
101000021,02116,염천교,126.9733603,37.55985975
101000022,02117,숭례문,126.9732933,37.55829684
101000023,02118,숭례문.한국일보,126.9737376,37.55877131
101000025,02120,후암삼거리,126.9760824,37.55334181
101000026,02121,숭례문,126.9743627,37.55876338
101000027,02122,숭례문,126.9740437,37.55841953
101000028,02123,숭례문,126.9736279,37.55800065
101000029,02124,남대문시장악세사리전문상가,126.9762052,37.55861324
101000030,02125,숭례문남산방향,126.9756721,37.55855816
101000031,02126,남대문시장,126.9800598,37.56119108
101000032,02127,북창동.남대문시장,126.97792,37.561175
101000033,02128,시청앞,126.9765742,37.56235846
101000034,02131,삼성본관앞,126.9759075,37.56205175
